gene,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,t_depth,t_ref_count,t_alt_count,label
CLCA2,0,0.011560694,0,0.059701493,0.009389671,0,0,0,0,0.017440616,0.022516556,0,0,0.020006351,0.01650165,0.2,0.007575758,0,0,0.017811188,0,0.050139276,0.404377259,0.092515294,0.815560364,0.712515277,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.068678253,0.02084217,0,0.351467039,0.351545703,0.060216765,0.438705234,0.0546875,0.143335402,0.459066186,0.085714286,0.162332109,0.983466337,0.914457377,0.124322694,0.16171143,0.234293914,7.07E-07,0.000504541,0.077355781,0.138376029,0.118027861,0.118220466,1
CLCA4,0,0.01734104,0.008097166,0.029850746,0.035211268,0.054263566,0,0,0.003561254,0.025037449,0.022516556,0,0,0.026357574,0.01980198,0,0.028409091,0.046052632,0,0.024380333,0,0.066092682,0.404377259,0.092515294,0.823189056,0.674444842,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0,0.351964753,0.352048251,0.067637915,0.390495868,0.046052632,0.186628344,0.453629127,0.071428571,0.149185494,0.965792509,0.876345767,0.105523606,0.108214079,0.176896141,0.001541506,0.01206546,0.084105745,0.119742727,0.099327424,0.11496528,1
CLCN2,0,0.005780347,0,0.029850746,0.049295775,0.023255814,0.010204082,0,0.000712251,0.016584635,0.00794702,0,0,0.017783423,0.01650165,0,0.041666667,0.019736842,0,0.015576324,0,0.051911876,0.404377259,0.092515294,0.931126031,0.300055386,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.005970708,0.000718613,0.090909091,0.744710061,0.744695909,0.350202351,0.098484848,0.059621711,0.591926054,0.754563682,0.342857143,0.2008193,0.925028486,0.922637005,0.131741829,0.202551251,0.647272133,7.34E-06,0.000504541,0.079343777,0.100114658,0.082112651,0.10316226,1
CLDN18,0,0.02504817,0,0.164179104,0,0,0,0,0,0.008238819,0.006622517,0,0,0.015560495,0.00330033,0,0.001893939,0.006578947,0,0.011174319,0,0.03418587,0.404377259,0.092515294,0.78695946,0.599218578,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.115007043,0.091305522,0.090909091,0.557156523,0.557232315,0.038948299,0.30785124,0.115953947,0.244308717,0.558995873,0.028571429,0.206344662,0.969213216,0.892093446,0.134940088,0.233205873,0.464038326,0.001541506,0.01206546,0.044423125,0.106313953,0.088920077,0.102002051,1
CLK1,0.018518519,0.02504817,0,0.007462687,0.011737089,0.023255814,0,0,0.007834758,0.009201798,0.010596026,0,0,0.007621467,0.02640264,0,0.013257576,0.019736842,0,0.010361642,0,0.034692327,0.404377259,0.092515294,0.877120503,0.186730452,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.001061188,0.000115789,0.045454545,0.816150993,0.816117629,0.153818938,0.052341598,0.024671053,0.309011334,0.685176489,0.142857143,0.176336099,0.983181348,0.89568484,0.146011344,0.24032569,0.161625387,0.000145975,0.009586276,0.11239586,0.149339984,0.122881423,0.141582132,1
CLK2,0,0.01734104,0,0,0.004694836,0.023255814,0.010204082,0,0,0.012839718,0.013245033,0,0,0.013337567,0.00660066,0,0.009469697,0.019736842,0,0.01225789,0,0.039250443,0.404377259,0.092515294,0.936686399,0.172777415,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.004177439,0.000602185,0,0.628035951,0.628009466,0.381160009,0.047520661,0.037828947,0.658947643,0.758462731,0.528571429,0.191197502,0.977195006,0.899996714,0.128074575,0.207462638,0.480794136,0.002375693,0.033299697,0.084016839,0.145441129,0.120385498,0.135770786,1
CLK4,0,0.021194605,0,0.029850746,0.002347418,0.031007752,0,0,0.000712251,0.007168842,0.01589404,0,0,0.007939028,0.00660066,0,0.001893939,0.026315789,0,0.008262224,0,0.025576095,0.404377259,0.092515294,0.860397407,0.664618678,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.000714564,7.41E-05,0.181818182,0.720290505,0.720314148,0.11922492,0.378787879,0.076069079,0.422575693,0.615116164,0.128571429,0.136229396,0.893671619,0.912358493,0.105390437,0.105049772,0.1476561,0.000261539,0.008072654,0.08748762,0.122864493,0.098948158,0.127617936,1
CMA1,0,0,0,0.007462687,0.002347418,0,0,0,0,0.006526856,0.002649007,0,0,0.007621467,0,0,0.001893939,0,0,0.005959637,0,0.020005065,0.404377259,0.092515294,0.899824159,0.468716028,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.590909091,0.100910183,0.10088379,0.21738065,0.196969697,0.036595395,0.445144854,0.615352524,0.585714286,0.175002379,0.981755984,0.935473733,0.115209005,0.156305617,0.442467021,0,0.000504541,0.067437516,0.121459471,0.101694246,0.112792241,1
CNR1,0,0.140655106,0,0.089552239,0.009389671,0.007751938,0.010204082,0,0.000712251,0.01679863,0.00794702,0,0,0.023499524,0,0,0.020833333,0.006578947,0.142857143,0.021400515,0,0.065079767,0.404377259,0.092515294,0.791396638,0.73124969,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.128704069,0.066849489,0.227272727,0.359397999,0.359450734,0.041672132,0.464187328,0.078536184,0.162622073,0.717878483,0.142857143,0.181956737,0.979475442,0.958330329,0.139039979,0.230931493,0.491097399,1.32E-06,0.001513623,0.058517209,0.081261266,0.067260525,0.085564022,1
CNR2,0,0.015414258,0,0.014925373,0.002347418,0,0.010204082,0,0,0.007596833,0.00397351,0,0,0.009526834,0,0,0.007575758,0,0,0.007584993,0,0.025322867,0.404377259,0.092515294,0.901634324,0.278909965,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0,0.097776956,0.097898844,0.223458676,0.088842975,0.022203947,0.427474932,0.644448805,0.271428571,0.169667534,0.979190453,0.708827891,0.122552559,0.156470392,0.515485051,0.001541506,0.01206546,0.063880903,0.100693792,0.083655929,0.099593791,1
COMT,0,0.005780347,0,0.007462687,0,0,0.010204082,0,0.005698006,0.002781939,0.00397351,0,0,0.004763417,0,0,0.003787879,0,0,0.003724773,0,0.013167891,0.404377259,0.092515294,0.878122458,0.216888077,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.059309617,0.050584214,0.954545455,0.080492341,0.080570265,0.156184852,0.063360882,0.066611842,0.650226998,0.651257,0.271428571,0.14728019,0.846636266,0.848773616,0.064315669,0.035895579,0.681459561,0.000326416,0.00605449,0.048504166,0.075173692,0.059724831,0.089238802,1
COTL1,0,0.040462428,0,0.007462687,0.002347418,0,0,0,0.004985755,0.00181896,0.001324503,0.4,0,0.004445856,0.00990099,0,0.003787879,0,0,0.004402005,0,0.014687263,0.404377259,0.092515294,0.870623288,0.147649779,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.00700324,0.009407238,0.681818182,0.342197626,0.342357757,0.139323111,0.039256198,0.023848684,0.526749845,0.647942211,0.228571429,0.128989246,0.763397974,0.702904795,0.060273244,0.045421587,0.555211723,0.00048557,0.011099899,0.037465287,0.054946434,0.046993449,0.059695668,0
COX14,0,0.015414258,0,0,0.007042254,0,0,0,0.000712251,0.000427991,0.001324503,0,0,0.000317561,0,0,0.005681818,0,0,0.001015847,0,0.00379843,0.404377259,0.092515294,0.90947469,0.168698747,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.5,0.204229384,0.204219296,0.251808475,0.046143251,0.032072368,0.517261652,0.824517134,0.342857143,0.195865487,0.994298751,0.862205407,0.096225345,0.059924851,0.48879669,5.02E-07,0.000504541,0.066902297,0.13501867,0.109030559,0.137810789,0
COX15,0.078703704,0.019267823,0,0.029850746,0,0,0,0,0,0.005349882,0.002649007,0,0,0.005080978,0,0.2,0,0.006578947,0,0.006704592,0,0.022284123,0.404377259,0.092515294,0.850329081,0.349746328,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.002228422,0.000230778,0.409090909,0.410464042,0.410504525,0.102271188,0.123278237,0.043174342,0.279027991,0.58794287,0.1,0.152996103,0.961231425,0.884971417,0.106570496,0.123936991,0.374435261,6.58E-06,0.00554995,0.081856929,0.087134288,0.072949615,0.087053062,0
COX16,0,0.001926782,0,0.044776119,0.002347418,0.015503876,0,0,0,0.00181896,0.002649007,0,0,0.001587806,0.00660066,0,0.001893939,0.013157895,0,0.002234864,0,0.008356546,0.404377259,0.092515294,0.861489714,0.583010742,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.590909091,0.286322033,0.286413446,0.121225484,0.292011019,0.058799342,0.237629422,0.692242481,0.114285714,0.143564821,0.910205282,0.712367635,0.063453322,0.001219593,0.204830959,3.85E-05,0.002522704,0.102583523,0.069014209,0.061582756,0.060259961,0
COX18,0,0.02504817,0,0.007462687,0.004694836,0,0,0.045454545,0.000712251,0.002567944,0.009271523,0,0,0.005398539,0,0,0.003787879,0.006578947,0,0.004266558,0,0.014434034,0.404377259,0.092515294,0.81724389,0.704660076,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.136363636,0.29898287,0.298994249,0.061781142,0.428374656,0.074013158,0.193062678,0.597890623,0.042857143,0.146232262,0.881413946,0.883711527,0.067961717,0.053497261,0.221337787,0.001541506,0.01206546,0.047574967,0.082561254,0.070333444,0.079885212,0
COX4I1,0,0.007707129,0,0,0,0.023255814,0.010204082,0,0.024928775,0.002139953,0.002649007,0.2,0,0.005080978,0,0,0.001893939,0.019736842,0,0.005282406,0,0.018485693,0.404377259,0.092515294,0.843553583,0.341885925,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.681818182,0.347191317,0.347168833,0.092241309,0.119146006,0.072779605,0.600222099,0.668558695,0.114285714,0.160236253,0.946978304,0.854405738,0.108879119,0.130364531,0.432938541,0.000882946,0.022704339,0.039354293,0.083168387,0.07212382,0.075627872,0
COX5B,0,0.007707129,0,0.007462687,0,0,0,0.045454545,0,0.001711962,0,0,0,0.005080978,0,0,0,0.006578947,0,0.002505756,0,0.008356546,0.404377259,0.092515294,0.840198866,0.56158031,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.00602874,0.000601854,0.045454545,0.397490109,0.39744324,0.087645592,0.272038567,0.066200658,0.251265637,0.657209703,0.185714286,0.181004085,0.92417331,0.850972094,0.111992659,0.222394348,0.343973728,0.000703518,0.014631685,0.026760919,0.111898505,0.0939463,0.104763908,0
COX6A1,0,0.019267823,0,0.014925373,0,0,0,0,0,0.001390969,0.002649007,0,0,0.001270245,0.00330033,0,0,0,0,0.002167141,0,0.007850089,0.404377259,0.092515294,0.936641412,0.215069098,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.005984001,0.001228148,0.5,0.489001584,0.488951158,0.380898872,0.062672176,0.047286184,0.520593135,0.754289526,0.214285714,0.149757078,0.862884835,0.878429836,0.103638483,0.116289773,0.543040984,3.73E-06,0.000504541,0.085634941,0.069254814,0.057933987,0.074034588,0
COX6B1,0,0.015414258,0,0.007462687,0.004694836,0,0,0,0.003561254,0.002353948,0.002649007,0,0,0.003175611,0.00660066,0,0.005681818,0,0,0.003318434,0,0.010888833,0.404377259,0.092515294,0.916771833,0.448018475,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.002304724,0.000434914,0.818181818,0.14609015,0.146092589,0.281416402,0.182506887,0.043174342,0.555083777,0.662621992,0.442857143,0.156711436,0.938141443,0.803849671,0.095468971,0.092524232,0.533593141,2.88E-05,0.005045409,0.063253081,0.115958731,0.103514755,0.086652851,0
COX7A1,0,0.005780347,0,0.044776119,0.002347418,0,0.030612245,0,0,0.001604965,0,0,0,0.001587806,0,0,0.009469697,0,0,0.001896248,0,0.007850089,0.404377259,0.092515294,0.905429409,0.377301133,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.818181818,0.148124464,0.148091927,0.236758791,0.138429752,0.067845395,0.623803769,0.558300171,0.671428571,0.13946842,0.759407079,0.843902714,0.068757488,0.069187158,0.629235181,0.001541506,0.01206546,0.066902297,0.072310296,0.065133227,0.060952065,0
COX7A2,0,0.009633911,0,0,0.002347418,0.007751938,0,0,0,0.001390969,0.00397351,0,0,0.004445856,0.00330033,0,0.001893939,0.006578947,0,0.002438033,0,0.009116232,0.404377259,0.092515294,0.845753818,0.48007453,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.00309519,0.000709025,0.227272727,0.307185608,0.30716086,0.095385551,0.20523416,0.063322368,0.154456674,0.513427723,0.028571429,0.141087933,0.93472063,0.850051223,0.144912957,0.303315963,0.307956822,0.000218963,0.002018163,0.032113103,0.097708117,0.086378984,0.079581452,0
COX7C,0,0.001926782,0,0.074626866,0.002347418,0,0,0,0,0.000748984,0.002649007,0,0,0.000635122,0,0,0.001893939,0.006578947,0,0.001422186,0,0.005571031,0.404377259,0.092515294,0.744350511,0.745814302,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.181818182,0.347517439,0.347476273,0.020350669,0.484848485,0.186266447,0.116895842,0.452333068,0,0.150519214,0.935005724,0.886949186,0.121554118,0.160788428,0.227475295,0,0,0.080282757,0.126811098,0.111024688,0.100177066,0
COX8A,0,0.005780347,0,0,0,0,0.010204082,0,0,0.000641986,0,0,0,0.000317561,0,0,0.001893939,0,0,0.000677231,0,0.002532287,0.404377259,0.092515294,0.92522394,0.313075374,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.006528988,0.000730097,0.454545455,0.25779334,0.257754117,0.320088365,0.104683196,0.041529605,0.646078976,0.742917816,0.257142857,0.14870915,0.830672791,0.828818662,0.155539488,0.387995237,0.613648946,1.25E-06,0.000504541,0.080282757,0.215098314,0.165041653,0.236910682,0
CPA4,0,0.036608863,0,0,0.009389671,0,0,0,0.000712251,0.009843783,0.00794702,0,0,0.012067323,0.01980198,0,0.007575758,0,0,0.01097115,0,0.03418587,0.404377259,0.092515294,0.850694112,0.207708378,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.272727273,0.525653589,0.525715947,0.102841502,0.059917355,0.033305921,0.345494333,0.679414915,0.142857143,0.187482134,0.985746879,0.85688448,0.124337736,0.183202581,0.425795826,8.35E-05,0.00554995,0.071362451,0.123408921,0.107401172,0.1002379,0
CPB1,0,0.030828516,0,0.007462687,0.009389671,0.007751938,0,0,0.000712251,0.01134175,0.017218543,0,0,0.010797078,0.00660066,0,0.007575758,0.006578947,0,0.011716105,0,0.038997214,0.404377259,0.092515294,0.822545815,0.668114671,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.600974816,0.601038025,0.066978345,0.38292011,0.123766447,0.147271124,0.446187697,0.028571429,0.203296189,0.974059287,0.903423251,0.118818766,0.131221583,0.283536474,0.001541506,0.01206546,0.093280918,0.13654989,0.113635503,0.126649872,0
CPEB1,0.00462963,0,0,0.007462687,0,0.007751938,0,0,0.011396011,0.011234753,0.013245033,0,0,0.012702445,0.01980198,0,0.001893939,0.006578947,0,0.01205472,0,0.0379843,0.404377259,0.092515294,0.869643292,0.595054042,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.636363636,0.336583709,0.336955867,0.137258533,0.303719008,0.050575658,0.357742431,0.626479823,0.085714286,0.161284181,0.914196072,0.852694221,0.086140514,0.071395608,0.440529291,0.000309183,0.001513623,0.079630052,0.095758965,0.079656357,0.095512683,0
CPLX4,0,0.02504817,0,0.119402985,0.009389671,0.007751938,0.010204082,0,0,0.004707896,0.005298013,0.2,0,0.005398539,0.00330033,0,0.009469697,0.006578947,0,0.006501422,0,0.021271208,0.404377259,0.092515294,0.8264175,0.583010742,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.069565215,0.020010395,0.772727273,0.230358407,0.230407068,0.071047722,0.292011019,0.067845395,0.346670151,0.631003235,0.114285714,0.143469581,0.957240636,0.881048911,0.102440336,0.110982886,0.211902537,0.001541506,0.01206546,0.074335886,0.089094289,0.07467621,0.088397469,0
CPOX,0,0.023121387,0,0,0,0.007751938,0,0,0,0.006205863,0.01192053,0,0,0.006351223,0,0,0,0.006578947,0,0.006704592,0,0.021524437,0.404377259,0.092515294,0.84060091,0.643585701,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.397634867,0.39763666,0.088184056,0.354683196,0.137335526,0.142110592,0.55588909,0.242857143,0.13746784,0.801311266,0.893767928,0.098152827,0.145527067,0.361804557,6.97E-05,0.003531786,0.086654404,0.100804141,0.085392792,0.09397457,0
CPPED1,0,0.02504817,0,0.029850746,0.007042254,0.007751938,0.010204082,0,0,0.006419859,0.009271523,0,0,0.013655129,0.00330033,0,0.013257576,0.006578947,0,0.008465393,0,0.028614839,0.404377259,0.092515294,0.737221743,0.730259384,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.681818182,0.051454214,0.052002704,0.018256313,0.462809917,0.072368421,0.400120848,0.511518973,0.071428571,0.133657231,0.885404841,0.82848805,0.082285689,0.045256771,0.571358444,1.29E-05,0.001513623,0.041965987,0.080803746,0.067393443,0.08379017,0
CPQ,0,0.04238921,0,0.037313433,0.002347418,0,0,0,0,0.01273272,0.014569536,0.2,0,0.009844395,0.00660066,0,0.005681818,0.013157895,0,0.012664229,0,0.041023044,0.404377259,0.092515294,0.811849819,0.701473799,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.318181818,0.395041716,0.39700243,0.056907274,0.424242424,0.104851974,0.175006369,0.475478891,0.071428571,0.186720033,0.981470889,0.791962139,0.111087981,0.137879849,0.31513599,0.001541506,0.01206546,0.110388791,0.127341189,0.107371818,0.114874583,0
CPS1,0,0.021194605,0,0.029850746,0.014084507,0.023255814,0.010204082,0,0.012108262,0.047399957,0.038410596,0.4,0,0.039060019,0.069306931,0,0.013257576,0.019736842,0,0.044020046,0,0.11952393,0.404377259,0.092515294,0.786105577,0.517442388,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.045454545,0.855099981,0.855831828,0.038444927,0.23415978,0.136924342,0.113052553,0.521470654,0.1,0.158807292,0.962086708,0.874256093,0.130123043,0.173313957,0.240039943,0.001047239,0.015136226,0.107043676,0.142108439,0.118705506,0.129350698,1
CPSF4L,0,0,0.004048583,0,0.004694836,0.007751938,0,0,0,0.001069976,0,0,0,0.000952683,0,0,0.003787879,0.006578947,0,0.000948124,0,0.004051659,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,3.01E-06,0.002018163,0.073592527,0.105905231,0.08792773,0.104109538,0
CPZ,0,0.003853565,0,0,0.018779343,0.023255814,0,0,0.010683761,0.019580569,0.00794702,0,0,0.023499524,0.01320132,0,0.017045455,0.019736842,0,0.019165651,0,0.063053938,0.404377259,0.092515294,0.750286213,0.522503786,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.012234737,0.04998445,0.136363636,0.034622741,0.034698659,0.022276689,0.238292011,0.081825658,0.62362413,0.705542562,0.114285714,0.123654366,0.760262255,0.88418057,0.050739055,0.010910411,0.708695153,5.13E-06,0.001009082,0.069935202,0.063584088,0.053792186,0.067553794,0
CR769776.1,0,0.001926782,0,0.037313433,0,0,0,0,0,0.001069976,0,0,0,0.000952683,0,0,0,0,0,0.00128674,0,0.00379843,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,0.001541506,0.01206546,0.066902297,0.325583206,0.298996129,0.173343316,0
CRADD,0,0.01734104,0,0,0,0,0,0,0.002849003,0.005349882,0.006622517,0,0,0.003493172,0,0,0.001893939,0.006578947,0,0.005214682,0,0.017726007,0.404377259,0.092515294,0.842590893,0.442926677,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.009150996,0.001259909,0.5,0.380528541,0.381175639,0.090898378,0.179063361,0.034950658,0.24165235,0.592430128,0.071428571,0.172144423,0.980330724,0.801196764,0.092261668,0.04466346,0.560953113,0.001256439,0.010090817,0.122654212,0.075928565,0.064999542,0.073384098,0
CREBBP,0,0.055876686,0,0.029850746,0.112676056,0.108527132,0.081632653,0,0.002136752,0.052000856,0.091390728,0,0,0.05335027,0.072607261,0,0.121212121,0.098684211,0,0.05228227,0,0.146366169,0.404377259,0.092515294,0.877359758,0.259839898,0.566256252,0.080288589,0.311074678,0.066505788,0.829794553,0.053244646,0.043185689,0.031763167,0.681818182,0.015119764,0.015714868,0.154380612,0.080578512,0.014391447,0.440680994,0.727459721,0.485714286,0.139944764,0.865165377,0.909239346,0.11110007,0.149581402,0.510663591,0.03416318,0.153380424,0.093584042,0.120661156,0.099870677,0.11656392,1
CRHR1,0,0.071290944,0.004048583,0,0.002347418,0,0,0,0.001424501,0.009415793,0.010596026,0.2,0,0.016195618,0.01320132,0,0.03219697,0,0,0.011919274,0,0.042035958,0.404377259,0.092515294,0.848056528,0.592955219,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.060336075,0.069386342,0.727272727,0.177341524,0.177507927,0.098791075,0.301652893,0.089638158,0.564016723,0.607995505,0.271428571,0.153281895,0.875142509,0.856116955,0.09233725,0.093216429,0.666056252,0.001744371,0.003531786,0.051463306,0.077075501,0.062570517,0.08669636,1
CRKL,0.00462963,0.052023121,0,0.029850746,0,0,0,0,0,0.004493901,0.00397351,0,0,0.008256589,0,0,0.001893939,0,0,0.006907761,0,0.022030894,0.404377259,0.092515294,0.864408896,0.168698747,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.001751296,0.00011783,0.954545455,0.08592495,0.086035282,0.126738254,0.046143251,0.119243421,0.503135513,0.777098486,0.128571429,0.182623597,0.914196072,0.930403843,0.164601681,0.289603831,0.420804475,0.00418487,0.037336024,0.044601532,0.101256358,0.08618634,0.09317675,1
CRYBB1,0,0.007707129,0,0.044776119,0.004694836,0.007751938,0,0,0.001424501,0.00952279,0.005298013,0,0,0.009844395,0.00660066,0,0.007575758,0.006578947,0,0.009210348,0,0.028868068,0.404377259,0.092515294,0.787394935,0.514887197,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.10416093,0.064413912,0.954545455,0.109087317,0.109124647,0.039207548,0.232093664,0.073190789,0.453702192,0.481245265,0.128571429,0.150995523,0.941277055,0.891258357,0.089656457,0.055639791,0.633092305,2.60E-05,0.001513623,0.080282757,0.093312595,0.079828658,0.085559316,0
CRYGS,0,0.02504817,0,0.007462687,0,0,0,0,0.002849003,0.004493901,0.005298013,0,0,0.005398539,0,0.2,0,0,0,0.005553298,0,0.01899215,0.404377259,0.092515294,0.88123316,0.546882788,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.090909091,0.753581648,0.753528597,0.163764523,0.258953168,0.048108553,0.323676389,0.708585145,0.1,0.234162162,0.989167586,0.928520464,0.106516048,0.109862233,0.378163365,0,0.001009082,0.068389015,0.099531648,0.085940953,0.087411091,0
CRYL1,0,0.032755299,0,0,0.009389671,0,0.020408163,0,0,0.005135887,0.001324503,0,0,0.007621467,0,0,0.011363636,0,0,0.006095083,0,0.020005065,0.404377259,0.092515294,0.837350438,0.6074184,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.545454545,0.08473558,0.085193501,0.083923654,0.316115702,0.035773026,0.361890453,0.667752844,0.114285714,0.152615035,0.902793575,0.796327463,0.086004356,0.077691348,0.409059899,6.47E-05,0.000504541,0.052451401,0.077942835,0.065912506,0.078196009,0
CSF1,0,0.032755299,0,0.074626866,0.014084507,0.007751938,0,0,0.000712251,0.00952279,0.00397351,0,0,0.009844395,0,0,0.015151515,0.006578947,0,0.010090749,0,0.031400355,0.404377259,0.092515294,0.891058305,0.215069098,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.007784366,0.007230106,0,0.446823287,0.446842165,0.19020616,0.062672176,0.014802632,0.431067707,0.681016566,0.371428571,0.149090218,0.875997686,0.905273399,0.120026049,0.167545619,0.562840693,4.35E-05,0.003027245,0.077773921,0.101636788,0.086772292,0.092553342,1
CSF1R,0,0.02504817,0,0.044776119,0.021126761,0.015503876,0,0,0,0.017012626,0.018543046,0,0,0.025722452,0.01980198,0,0.020833333,0.013157895,0,0.018759312,0,0.057482907,0.404377259,0.092515294,0.914771213,0.236363597,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.119881266,0.051397218,0.181818182,0.604565394,0.604740467,0.272968784,0.070936639,0.004934211,0.367050985,0.780600302,0.185714286,0.14670857,0.892531349,0.794054416,0.092694304,0.100138445,0.586471016,7.45E-05,0.008072654,0.059069833,0.083057444,0.069789813,0.083086931,1
CSF2,0,0.011560694,0.004048583,0.02238806,0.002347418,0,0,0,0,0.001604965,0.001324503,0,0,0.004128295,0,0,0.003787879,0.006578947,0,0.002505756,0,0.009622689,0.404377259,0.092515294,0.840327306,0.46485622,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.051424414,0.049471452,0.181818182,0.53162871,0.531574684,0.087817255,0.194214876,0.018914474,0.465884966,0.635073106,0.1,0.139182628,0.849201796,0.889651239,0.116525278,0.136792172,0.511353981,7.29E-05,0.00554995,0.030583907,0.088381584,0.073214646,0.090931894,1
CSF2RA,0,0.121387283,0.016194332,0.02238806,0.004694836,0,0.010204082,0,0.01994302,0.015728654,0.01986755,0,0,0.023181963,0.00990099,0,0.009469697,0.006578947,0,0.022551808,0,0.070904026,0.404377259,0.092515294,0.850969529,0.44359759,0.538978858,0.092894252,0.254778243,0.074768665,0.774787977,0.057587635,0.035843214,0.031996736,0.423561428,0.298773602,0.29898637,0.157666016,0.219308349,0.069490132,0.374240442,0.629581616,0.205631135,0.155221136,0.887927581,0.877049263,0.107888294,0.14780987,0.434680744,2.96E-05,0.002018163,0.059669617,0.249180329,0.192878018,0.264344031,1
